event_id,avg_speed,avg_hr,heart_rate_stop,cadence_stop
615,11.53285722,141.8532533,133,82
615,11.53285722,141.8532533,129,84
615,11.53285722,141.8532533,134,82
615,11.53285722,141.8532533,138,85
615,11.53285722,141.8532533,137,83
615,11.53285722,141.8532533,147,82
615,11.53285722,141.8532533,150,83
377,11.53318565,136.8225299,166,83
377,11.53318565,136.8225299,127,79
377,11.53318565,136.8225299,132,80
301,11.53964017,141.4507175,173,88
301,11.53964017,141.4507175,169,86
301,11.53964017,141.4507175,160,86
301,11.53964017,141.4507175,157,86
301,11.53964017,141.4507175,182,86
301,11.53964017,141.4507175,168,92
301,11.53964017,141.4507175,143,85
301,11.53964017,141.4507175,138,85
301,11.53964017,141.4507175,134,84
301,11.53964017,141.4507175,138,87
301,11.53964017,141.4507175,136,85
301,11.53964017,141.4507175,143,86
301,11.53964017,141.4507175,137,86
301,11.53964017,141.4507175,138,88
301,11.53964017,141.4507175,134,93
301,11.53964017,141.4507175,150,94
