event_id,altitude_change_past_300_seconds,altitude_change_past_600_seconds,heart_rate_stop,avg_hr,avg_speed
644,-30.2,-14,116,134.0286275,11.46109976
43,-30,-30,139,154.2322893,12.37423998
172,-30,-30,169,155.8322034,13.4239973
554,-30,-30,164,134.6983169,11.59079733
575,-29.8,-92.4,163,154.5339196,11.58307688
689,-29.8,-32.6,154,144.0797571,11.52142543
381,-29.6,1.2,124,133.1346633,11.5817968
396,-29.6,-38.8,139,142.1334702,14.70209877
502,-29.6,-34.8,147,146.8860927,12.50144424
569,-29.6,-15.4,136,133.8945445,11.25614471
713,-29.6,-29.6,165,138.3207237,11.31661761
186,-29.4,-28.6,163,159.4518037,15.15766497
719,-29.4,-55.2,168,155.1047516,12.92465054
29,-29.2,-43,164,152.5630281,12.54418169
580,-29,-29,169,140.3149171,11.58190856
612,-29,-29,137,152.6090555,11.82362162
99,-28.8,-28.8,162,156.295082,13.13780462
558,-28.8,-17.4,142,142.004771,11.40661546
590,-28.8,-26.4,164,152.2497663,11.60578486
682,-28.8,-28.8,158,144.9135063,11.54548503
134,-28.6,7.6,155,152.8026735,12.44712914
335,-28.6,-33,161,157.7813394,14.27815741
437,-28.6,-10,118,122.7234957,10.68763958
250,-28.4,-12.6,170,175.8231047,11.653187
735,-28.4,-28.4,166,150.1109906,11.80352408
290,-28.2,-28.2,174,154.6904594,11.93482177
340,-28.2,4.2,161,151.2438725,13.55095486
687,-28.2,-28.2,170,143.0897803,11.90535939
560,-28,-11.2,149,148.804205,12.04383926
155,-27.8,-0.4,149,158.3825257,14.49656564
521,-27.8,-27.8,169,140.9851485,12.02496475
43,-27.6,-12.2,157,154.2322893,12.37423998
159,-27.6,-4.6,150,148.991606,12.91908798
184,-27.6,-23.8,166,158.9580654,13.20138921
521,-27.6,-27.6,173,140.9851485,12.02496475
568,-27.6,-11.6,128,136.1166961,11.33732169
810,-27.6,-27.6,161,156.884677,13.65389664
142,-27.4,-11,170,163.4546314,16.73681813
581,-27.4,7.8,152,141.8521303,12.46778256
590,-27.4,-3.6,153,152.2497663,11.60578486
222,-27,-35.2,170,157.3443609,14.17875104
14,-26.8,-26.8,132,133.5092177,12.03967713
561,-26.8,-27.4,140,148.3965368,12.80891065
571,-26.8,-26.8,168,147.063004,11.83610958
534,-26.6,5.6,148,154.9665657,13.91233314
556,-26.6,-18.6,127,142.2152847,11.99152638
565,-26.6,-11.2,158,143.8994073,12.31715324
571,-26.6,9.8,145,147.063004,11.83610958
581,-26.6,-15.4,143,141.8521303,12.46778256
350,-26.4,-26.4,144,134.3880699,12.08442408
394,-26.4,-26.4,139,131.0369108,12.39664191
459,-26.4,-26.4,181,149.1891206,12.95406223
572,-26.4,-11.6,135,139.7391823,11.65189091
502,-26.2,-22,166,146.8860927,12.50144424
655,-26.2,0,139,137.9701428,11.2655031
128,-26,-23,173,166.6530899,13.02963876
574,-26,-1.4,133,136.1698915,11.47560906
88,-25.8,-12.2,141,168.2782324,12.32521571
350,-25.8,-29.4,148,134.3880699,12.08442408
569,-25.8,-7.4,135,133.8945445,11.25614471
3,-25.6,-56.4,138,156.4921384,13.42871132
33,-25.6,-24.4,177,171.3216561,14.32524459
612,-25.6,-12.4,154,152.6090555,11.82362162
149,-25.4,-25.4,162,161.6591745,14.32630629
566,-25.4,-21.6,154,147.3796664,12.86458501
149,-25.2,-22,162,161.6591745,14.32630629
375,-25.2,-19.4,138,138.5747918,13.28684755
447,-25.2,-25.2,170,132.3478555,11.74058116
509,-25.2,-25.2,170,159.5567686,12.79447331
572,-25.2,14,144,139.7391823,11.65189091
611,-25.2,-28,135,139.5548545,11.06759033
379,-25,-25,148,112.8872215,10.26521746
478,-25,-25,167,134.6162162,11.13113201
581,-25,-8.2,142,141.8521303,12.46778256
591,-25,-36.6,132,133.0942207,10.80352056
597,-25,-25.6,147,147.3165171,12.2914424
350,-24.8,19.8,135,134.3880699,12.08442408
583,-24.8,-20.4,165,150.2539219,12.86167968
606,-24.8,1.6,157,134.6039861,11.17817192
608,-24.8,-11.2,131,133.2935022,10.9897652
719,-24.8,-29.8,139,155.1047516,12.92465054
226,-24.6,-24.6,168,158.4130627,14.21131176
612,-24.6,-5.2,156,152.6090555,11.82362162
694,-24.6,-24.6,169,141.2464205,11.63201914
21,-24.4,-32,144,134.9046653,12.52254888
417,-24.4,-24.4,158,136.3214719,12.10536233
702,-24.4,-24.4,141,139.7406699,10.98452428
730,-24.4,-24.4,160,141.4448854,11.83667143
36,-24.2,23.4,132,149.4401089,13.80828675
575,-24.2,-10.6,146,154.5339196,11.58307688
17,-24,-24,132,135.2583047,10.10541781
218,-24,-0.2,169,163.6212858,12.78503533
333,-24,-24,168,151.2302826,13.80920219
400,-24,-24,160,124.564346,11.27125633
586,-24,-24,135,136.4125619,11.65649789
735,-24,-24,164,150.1109906,11.80352408
811,-24,-24,160,147.9395589,12.67819929
282,-23.8,-23.8,153,146.4289793,13.58297239
566,-23.8,-13.4,161,147.3796664,12.86458501
583,-23.8,-13,160,150.2539219,12.86167968
797,-23.8,-23.8,137,147.2979777,12.02068675
217,-23.6,-49.2,160,152.3493906,13.59846407
307,-23.6,-23.6,156,143.5063902,12.4572761
414,-23.6,-23.6,160,137.0905365,12.99864268
17,-23.4,-23.4,169,135.2583047,10.10541781
374,-23.4,-14.2,151,124.0124429,11.67059848
484,-23.4,-8,153,135.808958,11.43509726
584,-23.4,-23.4,130,135.7148453,11.9700973
811,-23.4,-23.4,160,147.9395589,12.67819929
46,-23.2,-23.2,150,158.5007886,13.79728085
214,-23.2,-6.8,159,157.4463547,14.27044563
250,-23.2,-23.2,180,175.8231047,11.653187
398,-23.2,-23.2,146,151.7238112,12.16203495
418,-23.2,-23.6,143,132.6454462,12.26532172
22,-23,-33,95,159.7882987,14.71919353
86,-23,3.2,123,156.4048641,13.65217854
394,-23,-23,139,131.0369108,12.39664191
631,-23,-23,169,145.8332621,12.42157846
193,-22.8,-4.8,159,161.2054846,12.37472425
350,-22.8,-22.8,134,134.3880699,12.08442408
644,-22.8,-11.4,139,134.0286275,11.46109976
829,-22.8,-22.8,165,138.7577065,11.68778841
483,-22.6,-24.2,135,142.6484065,12.67416286
283,-22.4,-7.6,165,156.2475655,15.77736404
702,-22.4,-6.4,148,139.7406699,10.98452428
735,-22.4,-20.6,163,150.1109906,11.80352408
749,-22.4,-22.4,167,144.087469,11.00955931
445,-22.2,-15.8,126,136.8441128,12.01349353
580,-22.2,-22.2,175,140.3149171,11.58190856
47,-22,-47.2,153,160.3270349,13.46869884
188,-22,-22,160,159.9779099,15.06375379
213,-22,-22,166,147.4979339,11.75777256
580,-22,-38.4,183,140.3149171,11.58190856
618,-22,-22,158,135.9792403,11.02112814
232,-21.8,2.4,142,144.615493,11.02947718
576,-21.8,-5.4,161,147.4588071,11.56513179
585,-21.8,-4.8,145,138.4226295,11.67174989
586,-21.8,-21.8,172,136.4125619,11.65649789
45,-21.6,-22.6,151,153.4091125,12.49329853
186,-21.6,-21.6,157,159.4518037,15.15766497
225,-21.6,-23.6,168,158.6851595,14.08235784
336,-21.6,-6.4,141,138.2307692,12.29114446
360,-21.6,-44.4,159,136.7178453,12.37743243
483,-21.6,-23.8,163,142.6484065,12.67416286
358,-21.4,-21.4,129,146.8983532,13.19570136
535,-21.4,-31.4,153,140.9521853,10.95394701
615,-21.4,-14.8,138,141.8532533,11.53285722
27,-21.2,-21.6,146,142.3197851,12.18187442
226,-21.2,-7.2,167,158.4130627,14.21131176
282,-21.2,-27,145,146.4289793,13.58297239
701,-21.2,-20.6,132,139.4565842,11.64809701
161,-21,-21,155,164.6705927,12.94125435
525,-21,-21,173,136.505753,11.83179622
584,-21,-58.8,139,135.7148453,11.9700973
23,-20.8,-0.6,159,153.0618893,14.41774788
395,-20.8,-28.2,151,139.4363434,12.67752791
483,-20.8,-20.8,145,142.6484065,12.67416286
483,-20.8,-18.4,147,142.6484065,12.67416286
570,-20.8,1.8,120,136.3950348,11.05964758
579,-20.8,-9.6,170,152.9274599,13.58003819
624,-20.8,0.4,149,137.5638186,11.45548291
73,-20.6,-20.6,167,159.5405702,13.38063026
110,-20.6,-9.4,156,156.9107143,14.20249176
157,-20.6,2.8,164,157.4129646,13.13309456
209,-20.6,-15.6,161,154.1025595,12.07064157
350,-20.6,-20.6,127,134.3880699,12.08442408
598,-20.6,-29.4,144,154.2317808,11.91046388
793,-20.6,-20.6,166,143.5754829,11.80650494
6,-20.4,-48,153,144.8876781,14.83615977
296,-20.4,-20.4,170,151.6664204,13.10634239
301,-20.4,-20.4,173,141.4507175,11.53964017
358,-20.4,-4.2,154,146.8983532,13.19570136
580,-20.4,-42.6,164,140.3149171,11.58190856
581,-20.4,-9.4,138,141.8521303,12.46778256
601,-20.4,-7.2,156,151.5185766,12.03512281
347,-20.2,3.4,155,149.8834356,13.43652831
545,-20.2,-33,165,152.0648814,13.16030658
821,-20.2,-20.2,162,138.7921609,11.80433966
23,-20,-10.6,160,153.0618893,14.41774788
57,-20,-4,149,143.8517499,12.73277814
99,-20,-20,149,156.295082,13.13780462
209,-20,-19.8,164,154.1025595,12.07064157
327,-20,-20,158,142.4539326,12.76870674
364,-20,-32.2,154,140.9175695,14.18609612
449,-20,-34,147,147.0018645,12.62140087
581,-20,-19.8,147,141.8521303,12.46778256
756,-20,3.6,143,150.0225779,11.49022669
99,-19.8,-19.8,164,156.295082,13.13780462
258,-19.8,-12.4,147,142.3249391,12.95713501
504,-19.8,-18.6,142,137.494998,11.55778199
562,-19.8,-17.2,143,146.4650073,12.95960657
563,-19.8,10.6,154,152.8030903,13.5358046
605,-19.8,-2.4,159,142.2888889,12.20021799
797,-19.8,-16.6,144,147.2979777,12.02068675
476,-19.6,-25,133,139.2009536,12.12095616
605,-19.6,15.8,139,142.2888889,12.20021799
800,-19.6,-24.2,165,153.1344095,12.84634902
17,-19.4,-19.4,139,135.2583047,10.10541781
23,-19.4,-19.4,141,153.0618893,14.41774788
275,-19.4,-5.2,138,140.5686783,11.93234551
303,-19.4,-11.6,156,149.6460797,12.66235112
743,-19.4,-11.6,153,154.1082949,12.4796703
17,-19.2,17.8,161,135.2583047,10.10541781
29,-19.2,-60,154,152.5630281,12.54418169
85,-19.2,-19.2,122,150.8939567,13.23366773
94,-19.2,-14.2,162,158.6023529,13.83798155
257,-19.2,11,169,147.5862228,12.0639828
747,-19.2,6.2,157,145.3297521,11.97043289
128,-19,1.8,171,166.6530899,13.02963876
564,-19,-30,163,146.8555766,12.53359469
573,-19,1,156,152.611755,12.40211712
603,-19,-19,168,134.8995357,11.0924358
667,-19,-19,128,148.4574326,12.18129512
253,-18.8,-6.8,157,155.6612815,12.38155031
366,-18.8,-18.8,146,151.6804295,13.28709472
644,-18.8,-26,134,134.0286275,11.46109976
719,-18.8,-18.8,186,155.1047516,12.92465054
811,-18.8,-36.6,166,147.9395589,12.67819929
109,-18.6,5,171,156.8921371,12.33787658
120,-18.6,-18.6,159,160.6370848,14.20895548
135,-18.6,-18.6,144,155.7290363,15.85348536
151,-18.6,-18.6,161,158.156172,12.77093859
163,-18.6,-18.6,159,161.2394708,14.59632149
417,-18.6,-18.6,162,136.3214719,12.10536233
609,-18.6,-16.4,147,140.9433962,11.07445489
733,-18.6,-8.4,160,152.9987088,12.40384764
756,-18.6,-23,160,150.0225779,11.49022669
43,-18.4,-18.4,152,154.2322893,12.37423998
175,-18.4,-9.4,142,148.86,13.49623862
367,-18.4,7.6,144,145.1557377,12.23394552
392,-18.4,-20,154,152.5569704,12.60016104
570,-18.4,-17.6,134,136.3950348,11.05964758
587,-18.4,-11.6,148,147.4953429,12.59395687
606,-18.4,-5,123,134.6039861,11.17817192
611,-18.4,-18.4,164,139.5548545,11.06759033
647,-18.4,-23.2,150,137.2684373,11.70552419
705,-18.4,-18.4,151,144.3242718,12.55562097
767,-18.4,3.8,153,138.8564488,11.83420813
187,-18.2,54,168,162.845843,13.63758256
249,-18.2,14.8,103,147.6396166,12.12632741
272,-18.2,-18.2,165,141.2669718,12.93716407
296,-18.2,-30.6,180,151.6664204,13.10634239
298,-18.2,-21.4,157,147.4982771,13.43258746
583,-18.2,-18.2,172,150.2539219,12.86167968
832,-18.2,-22.8,161,138.5223325,11.34720803
161,-18,11.8,167,164.6705927,12.94125435
323,-18,-14.8,160,166.176,10.9683792
439,-18,-0.2,131,134.8931465,11.3505249
483,-18,0.2,146,142.6484065,12.67416286
652,-18,-6,147,149.296372,11.77471978
719,-18,-18,178,155.1047516,12.92465054
213,-17.8,-17.8,156,147.4979339,11.75777256
359,-17.8,-19.4,152,144.0622407,12.13536281
397,-17.8,-12.4,152,149.9138269,14.69701058
398,-17.8,-17.8,142,151.7238112,12.16203495
483,-17.8,-21.8,140,142.6484065,12.67416286
551,-17.8,-17.8,171,139.232229,11.49736365
557,-17.8,3.4,158,133.4164692,11.77501777
567,-17.8,-7.6,135,140.1416838,12.12138577
586,-17.8,1.4,135,136.4125619,11.65649789
47,-17.6,-17.6,167,160.3270349,13.46869884
475,-17.6,-17.6,159,137.0305677,13.4123738
506,-17.6,-17.6,169,147.2384519,11.76096629
611,-17.6,-7.8,145,139.5548545,11.06759033
690,-17.6,-17.6,161,140.9237231,11.80258488
27,-17.4,-6.8,152,142.3197851,12.18187442
127,-17.4,-2.6,154,160.5408163,14.31782449
163,-17.4,-17.4,148,161.2394708,14.59632149
185,-17.4,-3.8,174,164.4760746,14.23734068
244,-17.4,-10.4,164,150.1240135,13.03189448
373,-17.4,-17.4,164,132.5454545,12.06299561
528,-17.4,3,142,145.0233062,12.68231285
564,-17.4,16.6,141,146.8555766,12.53359469
588,-17.4,-11.6,152,143.8118514,12.50280721
649,-17.4,-21.2,145,141.6891534,12.18564142
790,-17.4,-17.4,158,144.8881154,12.26387529
835,-17.4,-17.4,152,154.8328321,12.8137994
63,-17.2,-17.2,142,154.2356784,12.5771192
193,-17.2,-17.2,159,161.2054846,12.37472425
223,-17.2,-17.2,165,149.686976,12.9575128
339,-17.2,-17.2,145,139.6171783,12.95794179
384,-17.2,-17.2,158,141.9528411,13.3879213
476,-17.2,-10.6,144,139.2009536,12.12095616
251,-17,-17,166,159.9406667,11.41667121
449,-17,-38.6,141,147.0018645,12.62140087
472,-17,-17,161,161.2582057,12.87400175
509,-17,-40.8,165,159.5567686,12.79447331
620,-17,3.2,168,163.6454821,13.72806381
84,-16.8,-4.4,150,154.0247295,13.88771499
182,-16.8,6.6,176,165.8900826,14.88449752
281,-16.8,-9.8,152,126.4245283,10.94288724
327,-16.8,4.8,146,142.4539326,12.76870674
350,-16.8,23,138,134.3880699,12.08442408
453,-16.8,10.8,128,135.5776993,12.19491558
462,-16.8,-0.8,133,137.5573277,12.08770637
556,-16.8,-6.2,139,142.2152847,11.99152638
597,-16.8,13.4,155,147.3165171,12.2914424
791,-16.8,-13.2,151,142.149707,11.46202888
181,-16.6,-18.8,154,148.3735882,12.73259322
359,-16.6,-5.8,146,144.0622407,12.13536281
360,-16.6,-16.6,165,136.7178453,12.37743243
437,-16.6,-16.6,163,122.7234957,10.68763958
576,-16.6,39,139,147.4588071,11.56513179
43,-16.4,-16.4,154,154.2322893,12.37423998
70,-16.4,-6.6,123,154.745886,13.25632251
301,-16.4,7.2,136,141.4507175,11.53964017
311,-16.4,-16.4,160,153.5604808,14.03154013
340,-16.4,-10.4,159,151.2438725,13.55095486
528,-16.4,-16.4,144,145.0233062,12.68231285
536,-16.4,-16.4,166,141.4592629,11.81709139
560,-16.4,8.6,152,148.804205,12.04383926
573,-16.4,5.4,159,152.611755,12.40211712
663,-16.4,10,171,157.7307745,12.37343112
664,-16.4,-16.4,150,139.7860418,11.2361135
689,-16.4,-16.4,168,144.0797571,11.52142543
808,-16.4,-16.4,167,148.3564785,12.0847347
327,-16.2,3.8,138,142.4539326,12.76870674
410,-16.2,-43.4,156,146.1625045,13.67847089
428,-16.2,25.6,149,142.9906617,12.51455469
469,-16.2,-17.6,131,141.9426434,12.18831993
579,-16.2,-8.8,154,152.9274599,13.58003819
586,-16.2,25.8,134,136.4125619,11.65649789
622,-16.2,0.6,157,155.4139665,11.09991419
657,-16.2,-10.2,151,148.8694648,11.7695663
669,-16.2,-6.6,168,154.3420411,14.12445141
143,-16,-8.2,164,160.6253937,13.9156329
210,-16,-5.8,152,146.3213744,12.49045403
239,-16,-22.6,89,143.7649805,13.2274198
354,-16,-0.8,160,155.9744501,14.66009376
443,-16,-12.8,161,133.1828645,11.33681893
502,-16,-32,158,146.8860927,12.50144424
564,-16,-21.8,143,146.8555766,12.53359469
565,-16,-0.8,142,143.8994073,12.31715324
588,-16,-8.8,154,143.8118514,12.50280721
617,-16,-6,142,148.2345854,11.00028567
706,-16,-13,134,138.0301825,11.37442695
9,-15.8,-29.8,148,153.6259887,12.05757559
56,-15.8,-23.2,153,153.9415496,13.09210304
209,-15.8,-28.2,165,154.1025595,12.07064157
265,-15.8,-8.4,154,149.8431973,14.19612598
493,-15.8,-15.8,162,145.5803903,11.84704294
579,-15.8,-6,158,152.9274599,13.58003819
584,-15.8,-15.8,138,135.7148453,11.9700973
594,-15.8,4.8,149,150.4772932,11.49328746
606,-15.8,-2.2,132,134.6039861,11.17817192
674,-15.8,-15.8,140,141.4364833,12.19855193
676,-15.8,-15.8,147,136.6160355,11.42385157
17,-15.6,-18.4,130,135.2583047,10.10541781
349,-15.6,10.8,127,137.3125972,12.77072926
513,-15.6,0.8,148,149.0662177,13.03614686
567,-15.6,-8,129,140.1416838,12.12138577
568,-15.6,-34.8,130,136.1166961,11.33732169
584,-15.6,7.8,148,135.7148453,11.9700973
591,-15.6,22,138,133.0942207,10.80352056
45,-15.4,-7.4,150,153.4091125,12.49329853
200,-15.4,-15.4,162,159.723779,13.1166
226,-15.4,-6.4,162,158.4130627,14.21131176
411,-15.4,-21.2,119,126.723487,12.11841755
502,-15.4,-50.6,148,146.8860927,12.50144424
574,-15.4,-12.6,133,136.1698915,11.47560906
45,-15.2,-19,159,153.4091125,12.49329853
52,-15.2,-15.2,166,152.2789116,13.79562041
203,-15.2,-15.2,164,159.1853699,14.60824272
366,-15.2,-15.2,160,151.6804295,13.28709472
395,-15.2,-15.2,162,139.4363434,12.67752791
424,-15.2,-15.2,146,133.2035637,11.91873469
431,-15.2,-3.8,115,129.8381743,10.48406426
727,-15.2,-15.2,159,137.8006536,11.06198487
803,-15.2,-15.2,130,135.4876777,10.88275905
9,-15,-29,145,153.6259887,12.05757559
45,-15,-16.8,155,153.4091125,12.49329853
93,-15,-15,162,156.086785,12.89582485
209,-15,-9.8,153,154.1025595,12.07064157
232,-15,3.4,148,144.615493,11.02947718
347,-15,-2.6,149,149.8834356,13.43652831
413,-15,-8.8,171,158.6134715,15.45156933
452,-15,-15,177,141.8966725,12.71025961
479,-15,8.4,140,135.2358467,11.76294196
483,-15,-28.6,124,142.6484065,12.67416286
497,-15,-18.6,172,162.7599289,14.98121181
512,-15,-21.6,160,156.1885914,13.47361048
555,-15,-35.8,137,144.8224058,12.46288405
702,-15,-15.4,140,139.7406699,10.98452428
39,-14.8,12.2,154,153.7267809,14.22195361
269,-14.8,-105.6,177,164.5434657,14.85961451
356,-14.8,-5,137,149.4066038,14.5269583
381,-14.8,-25.8,137,133.1346633,11.5817968
560,-14.8,-20.8,161,148.804205,12.04383926
582,-14.8,-11.2,130,141.53125,11.93411586
586,-14.8,-35,155,136.4125619,11.65649789
615,-14.8,-14.8,167,141.8532533,11.53285722
700,-14.8,-14.8,171,143.8718549,11.36093856
762,-14.8,-5.6,147,145.96875,11.34937454
794,-14.8,-14.8,137,136.7301455,11.03329497
35,-14.6,-3.4,147,141.7006481,12.15138275
67,-14.6,-14.6,162,155.0169122,12.71484255
123,-14.6,-14.6,118,143.6781726,12.0574571
336,-14.6,-2.6,142,138.2307692,12.29114446
484,-14.6,-18.2,137,135.808958,11.43509726
502,-14.6,-14.6,100,146.8860927,12.50144424
567,-14.6,-11.8,140,140.1416838,12.12138577
570,-14.6,0,133,136.3950348,11.05964758
608,-14.6,-18.8,123,133.2935022,10.9897652
625,-14.6,-14.6,158,141.0831522,11.27346261
663,-14.6,-4.8,162,157.7307745,12.37343112
671,-14.6,-14.6,170,132.0570583,11.17135841
767,-14.6,-14.4,107,138.8564488,11.83420813
817,-14.6,-8,111,136.4993987,11.22162862
366,-14.4,-6.6,155,151.6804295,13.28709472
372,-14.4,-9,145,140.7526602,12.38829208
391,-14.4,-24.6,143,151.6929873,13.66343523
428,-14.4,-9.4,145,142.9906617,12.51455469
506,-14.4,-1.2,135,147.2384519,11.76096629
581,-14.4,-23.4,162,141.8521303,12.46778256
597,-14.4,-14.4,160,147.3165171,12.2914424
